"OBÈINE";"TIP.STAVBE";"Leto";"Število.gradbenih.dovoljenj"
"Sveta Ana";"Nestanovanjske stavbe";"2016";31
"Sveta Ana";"Nestanovanjske stavbe";"2017";29
"Sveta Ana";"Nestanovanjske stavbe";"2018";18
"Sveta Ana";"Nestanovanjske stavbe";"2019";17
"Sveta Ana";"Nestanovanjske stavbe";"2020";29
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2007";9
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2008";8
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2009";8
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2010";6
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2011";7
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2012";7
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2013";4
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2014";5
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2015";13
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2016";9
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2017";31
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2018";11
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2019";12
"Sveta Trojica v Slov. goricah";"Stanovanjske stavbe";"2020";21
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2007";3
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2008";1
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2009";5
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2010";3
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2011";4
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2012";1
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2013";2
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2014";1
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2015";2
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2016";9
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2017";11
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2018";16
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2019";14
"Sveta Trojica v Slov. goricah";"Nestanovanjske stavbe";"2020";15
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2007";0
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2008";8
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2009";0
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2010";0
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2011";2
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2012";1
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2013";2
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2014";2
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2015";2
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2016";6
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2017";4
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2018";6
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2019";3
"Sveti Andraž v Slov. goricah";"Stanovanjske stavbe";"2020";2
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2007";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2008";1
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2009";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2010";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2011";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2012";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2013";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2014";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2015";0
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2016";11
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2017";4
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2018";3
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2019";3
"Sveti Andraž v Slov. goricah";"Nestanovanjske stavbe";"2020";9
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2007";11
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2008";7
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2009";9
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2010";7
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2011";10
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2012";3
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2013";10
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2014";9
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2015";10
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2016";5
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2017";7
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2018";4
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2019";8
"Sveti Jurij ob Šèavnici";"Stanovanjske stavbe";"2020";11
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2007";5
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2008";3
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2009";4
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2010";6
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2011";5
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2012";4
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2013";2
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2014";3
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2015";20
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2016";31
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2017";28
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2018";35
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2019";37
"Sveti Jurij ob Šèavnici";"Nestanovanjske stavbe";"2020";30
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2007";7
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2008";8
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2009";7
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2010";11
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2011";10
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2012";5
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2013";4
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2014";3
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2015";4
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2016";3
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2017";3
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2018";8
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2019";9
"Sveti Jurij v Slov. goricah";"Stanovanjske stavbe";"2020";8
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2007";1
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2008";1
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2009";1
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2010";3
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2011";2
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2012";0
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2013";1
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2014";3
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2015";0
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2016";12
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2017";15
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2018";5
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2019";32
"Sveti Jurij v Slov. goricah";"Nestanovanjske stavbe";"2020";14
"Sveti Tomaž";"Stanovanjske stavbe";"2007";5
"Sveti Tomaž";"Stanovanjske stavbe";"2008";6
"Sveti Tomaž";"Stanovanjske stavbe";"2009";7
"Sveti Tomaž";"Stanovanjske stavbe";"2010";3
"Sveti Tomaž";"Stanovanjske stavbe";"2011";3
"Sveti Tomaž";"Stanovanjske stavbe";"2012";6
"Sveti Tomaž";"Stanovanjske stavbe";"2013";3
"Sveti Tomaž";"Stanovanjske stavbe";"2014";5
"Sveti Tomaž";"Stanovanjske stavbe";"2015";5
"Sveti Tomaž";"Stanovanjske stavbe";"2016";4
"Sveti Tomaž";"Stanovanjske stavbe";"2017";7
"Sveti Tomaž";"Stanovanjske stavbe";"2018";3
"Sveti Tomaž";"Stanovanjske stavbe";"2019";3
"Sveti Tomaž";"Stanovanjske stavbe";"2020";3
"Sveti Tomaž";"Nestanovanjske stavbe";"2007";0
"Sveti Tomaž";"Nestanovanjske stavbe";"2008";1
"Sveti Tomaž";"Nestanovanjske stavbe";"2009";1
"Sveti Tomaž";"Nestanovanjske stavbe";"2010";3
"Sveti Tomaž";"Nestanovanjske stavbe";"2011";4
"Sveti Tomaž";"Nestanovanjske stavbe";"2012";0
"Sveti Tomaž";"Nestanovanjske stavbe";"2013";0
"Sveti Tomaž";"Nestanovanjske stavbe";"2014";1
"Sveti Tomaž";"Nestanovanjske stavbe";"2015";13
"Sveti Tomaž";"Nestanovanjske stavbe";"2016";6
"Sveti Tomaž";"Nestanovanjske stavbe";"2017";6
"Sveti Tomaž";"Nestanovanjske stavbe";"2018";3
"Sveti Tomaž";"Nestanovanjske stavbe";"2019";16
"Sveti Tomaž";"Nestanovanjske stavbe";"2020";2
"Šalovci";"Stanovanjske stavbe";"2007";4
"Šalovci";"Stanovanjske stavbe";"2008";8
"Šalovci";"Stanovanjske stavbe";"2009";2
"Šalovci";"Stanovanjske stavbe";"2010";0
"Šalovci";"Stanovanjske stavbe";"2011";1
"Šalovci";"Stanovanjske stavbe";"2012";2
"Šalovci";"Stanovanjske stavbe";"2013";0
"Šalovci";"Stanovanjske stavbe";"2014";5
"Šalovci";"Stanovanjske stavbe";"2015";3
"Šalovci";"Stanovanjske stavbe";"2016";6
"Šalovci";"Stanovanjske stavbe";"2017";2
"Šalovci";"Stanovanjske stavbe";"2018";2
"Šalovci";"Stanovanjske stavbe";"2019";1
"Šalovci";"Stanovanjske stavbe";"2020";0
"Šalovci";"Nestanovanjske stavbe";"2007";3
"Šalovci";"Nestanovanjske stavbe";"2008";1
"Šalovci";"Nestanovanjske stavbe";"2009";0
"Šalovci";"Nestanovanjske stavbe";"2010";0
"Šalovci";"Nestanovanjske stavbe";"2011";3
"Šalovci";"Nestanovanjske stavbe";"2012";0
"Šalovci";"Nestanovanjske stavbe";"2013";2
"Šalovci";"Nestanovanjske stavbe";"2014";0
"Šalovci";"Nestanovanjske stavbe";"2015";2
"Šalovci";"Nestanovanjske stavbe";"2016";3
"Šalovci";"Nestanovanjske stavbe";"2017";4
"Šalovci";"Nestanovanjske stavbe";"2018";8
"Šalovci";"Nestanovanjske stavbe";"2019";3
"Šalovci";"Nestanovanjske stavbe";"2020";7
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2007";8
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2008";11
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2009";10
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2010";2
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2011";5
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2012";4
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2013";7
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2014";4
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2015";7
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2016";6
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2017";7
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2018";6
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2019";1
"Šempeter - Vrtojba";"Stanovanjske stavbe";"2020";0
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2007";4
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2008";6
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2009";8
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2010";3
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2011";1
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2012";2
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2013";0
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2014";0
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2015";12
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2016";8
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2017";4
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2018";2
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2019";9
"Šempeter - Vrtojba";"Nestanovanjske stavbe";"2020";1
"Šenèur";"Stanovanjske stavbe";"2007";24
"Šenèur";"Stanovanjske stavbe";"2008";25
"Šenèur";"Stanovanjske stavbe";"2009";16
"Šenèur";"Stanovanjske stavbe";"2010";15
"Šenèur";"Stanovanjske stavbe";"2011";9
"Šenèur";"Stanovanjske stavbe";"2012";14
"Šenèur";"Stanovanjske stavbe";"2013";13
"Šenèur";"Stanovanjske stavbe";"2014";10
"Šenèur";"Stanovanjske stavbe";"2015";6
"Šenèur";"Stanovanjske stavbe";"2016";11
"Šenèur";"Stanovanjske stavbe";"2017";14
"Šenèur";"Stanovanjske stavbe";"2018";13
"Šenèur";"Stanovanjske stavbe";"2019";10
"Šenèur";"Stanovanjske stavbe";"2020";11
"Šenèur";"Nestanovanjske stavbe";"2007";5
"Šenèur";"Nestanovanjske stavbe";"2008";8
"Šenèur";"Nestanovanjske stavbe";"2009";1
"Šenèur";"Nestanovanjske stavbe";"2010";4
"Šenèur";"Nestanovanjske stavbe";"2011";1
"Šenèur";"Nestanovanjske stavbe";"2012";2
"Šenèur";"Nestanovanjske stavbe";"2013";4
"Šenèur";"Nestanovanjske stavbe";"2014";3
"Šenèur";"Nestanovanjske stavbe";"2015";1
"Šenèur";"Nestanovanjske stavbe";"2016";3
"Šenèur";"Nestanovanjske stavbe";"2017";3
"Šenèur";"Nestanovanjske stavbe";"2018";3
"Šenèur";"Nestanovanjske stavbe";"2019";5
"Šenèur";"Nestanovanjske stavbe";"2020";6
"Šentilj";"Stanovanjske stavbe";"2007";39
"Šentilj";"Stanovanjske stavbe";"2008";35
"Šentilj";"Stanovanjske stavbe";"2009";36
"Šentilj";"Stanovanjske stavbe";"2010";30
"Šentilj";"Stanovanjske stavbe";"2011";13
"Šentilj";"Stanovanjske stavbe";"2012";18
"Šentilj";"Stanovanjske stavbe";"2013";17
"Šentilj";"Stanovanjske stavbe";"2014";9
"Šentilj";"Stanovanjske stavbe";"2015";9
"Šentilj";"Stanovanjske stavbe";"2016";10
"Šentilj";"Stanovanjske stavbe";"2017";16
"Šentilj";"Stanovanjske stavbe";"2018";19
"Šentilj";"Stanovanjske stavbe";"2019";19
"Šentilj";"Stanovanjske stavbe";"2020";19
"Šentilj";"Nestanovanjske stavbe";"2007";4
"Šentilj";"Nestanovanjske stavbe";"2008";5
"Šentilj";"Nestanovanjske stavbe";"2009";0
"Šentilj";"Nestanovanjske stavbe";"2010";3
"Šentilj";"Nestanovanjske stavbe";"2011";0
"Šentilj";"Nestanovanjske stavbe";"2012";1
"Šentilj";"Nestanovanjske stavbe";"2013";2
"Šentilj";"Nestanovanjske stavbe";"2014";3
"Šentilj";"Nestanovanjske stavbe";"2015";5
"Šentilj";"Nestanovanjske stavbe";"2016";5
"Šentilj";"Nestanovanjske stavbe";"2017";2
"Šentilj";"Nestanovanjske stavbe";"2018";2
"Šentilj";"Nestanovanjske stavbe";"2019";7
"Šentilj";"Nestanovanjske stavbe";"2020";2
"Šentjernej";"Stanovanjske stavbe";"2007";9
"Šentjernej";"Stanovanjske stavbe";"2008";9
"Šentjernej";"Stanovanjske stavbe";"2009";7
"Šentjernej";"Stanovanjske stavbe";"2010";15
"Šentjernej";"Stanovanjske stavbe";"2011";20
"Šentjernej";"Stanovanjske stavbe";"2012";17
"Šentjernej";"Stanovanjske stavbe";"2013";25
"Šentjernej";"Stanovanjske stavbe";"2014";24
"Šentjernej";"Stanovanjske stavbe";"2015";28
"Šentjernej";"Stanovanjske stavbe";"2016";19
"Šentjernej";"Stanovanjske stavbe";"2017";23
"Šentjernej";"Stanovanjske stavbe";"2018";15
"Šentjernej";"Stanovanjske stavbe";"2019";15
"Šentjernej";"Stanovanjske stavbe";"2020";18
"Šentjernej";"Nestanovanjske stavbe";"2007";9
"Šentjernej";"Nestanovanjske stavbe";"2008";5
"Šentjernej";"Nestanovanjske stavbe";"2009";7
"Šentjernej";"Nestanovanjske stavbe";"2010";13
"Šentjernej";"Nestanovanjske stavbe";"2011";15
"Šentjernej";"Nestanovanjske stavbe";"2012";7
"Šentjernej";"Nestanovanjske stavbe";"2013";8
"Šentjernej";"Nestanovanjske stavbe";"2014";29
"Šentjernej";"Nestanovanjske stavbe";"2015";37
"Šentjernej";"Nestanovanjske stavbe";"2016";59
"Šentjernej";"Nestanovanjske stavbe";"2017";50
"Šentjernej";"Nestanovanjske stavbe";"2018";34
"Šentjernej";"Nestanovanjske stavbe";"2019";57
"Šentjernej";"Nestanovanjske stavbe";"2020";25
"Šentjur";"Stanovanjske stavbe";"2007";64
"Šentjur";"Stanovanjske stavbe";"2008";53
"Šentjur";"Stanovanjske stavbe";"2009";55
"Šentjur";"Stanovanjske stavbe";"2010";46
"Šentjur";"Stanovanjske stavbe";"2011";37
"Šentjur";"Stanovanjske stavbe";"2012";31
"Šentjur";"Stanovanjske stavbe";"2013";37
"Šentjur";"Stanovanjske stavbe";"2014";42
"Šentjur";"Stanovanjske stavbe";"2015";52
"Šentjur";"Stanovanjske stavbe";"2016";31
"Šentjur";"Stanovanjske stavbe";"2017";32
"Šentjur";"Stanovanjske stavbe";"2018";33
"Šentjur";"Stanovanjske stavbe";"2019";38
"Šentjur";"Stanovanjske stavbe";"2020";28
"Šentjur";"Nestanovanjske stavbe";"2007";13
"Šentjur";"Nestanovanjske stavbe";"2008";12
"Šentjur";"Nestanovanjske stavbe";"2009";12
"Šentjur";"Nestanovanjske stavbe";"2010";12
"Šentjur";"Nestanovanjske stavbe";"2011";13
"Šentjur";"Nestanovanjske stavbe";"2012";11
"Šentjur";"Nestanovanjske stavbe";"2013";9
"Šentjur";"Nestanovanjske stavbe";"2014";12
"Šentjur";"Nestanovanjske stavbe";"2015";17
"Šentjur";"Nestanovanjske stavbe";"2016";46
"Šentjur";"Nestanovanjske stavbe";"2017";38
"Šentjur";"Nestanovanjske stavbe";"2018";38
"Šentjur";"Nestanovanjske stavbe";"2019";64
"Šentjur";"Nestanovanjske stavbe";"2020";48
"Šentrupert";"Stanovanjske stavbe";"2007";3
"Šentrupert";"Stanovanjske stavbe";"2008";5
"Šentrupert";"Stanovanjske stavbe";"2009";7
"Šentrupert";"Stanovanjske stavbe";"2010";8
"Šentrupert";"Stanovanjske stavbe";"2011";5
"Šentrupert";"Stanovanjske stavbe";"2012";12
"Šentrupert";"Stanovanjske stavbe";"2013";6
"Šentrupert";"Stanovanjske stavbe";"2014";18
"Šentrupert";"Stanovanjske stavbe";"2015";19
"Šentrupert";"Stanovanjske stavbe";"2016";4
"Šentrupert";"Stanovanjske stavbe";"2017";5
"Šentrupert";"Stanovanjske stavbe";"2018";6
"Šentrupert";"Stanovanjske stavbe";"2019";6
"Šentrupert";"Stanovanjske stavbe";"2020";4
"Šentrupert";"Nestanovanjske stavbe";"2007";5
"Šentrupert";"Nestanovanjske stavbe";"2008";7
"Šentrupert";"Nestanovanjske stavbe";"2009";8
"Šentrupert";"Nestanovanjske stavbe";"2010";10
"Šentrupert";"Nestanovanjske stavbe";"2011";8
"Šentrupert";"Nestanovanjske stavbe";"2012";10
"Šentrupert";"Nestanovanjske stavbe";"2013";15
"Šentrupert";"Nestanovanjske stavbe";"2014";9
"Šentrupert";"Nestanovanjske stavbe";"2015";9
"Šentrupert";"Nestanovanjske stavbe";"2016";4
"Šentrupert";"Nestanovanjske stavbe";"2017";4
"Šentrupert";"Nestanovanjske stavbe";"2018";18
"Šentrupert";"Nestanovanjske stavbe";"2019";19
"Šentrupert";"Nestanovanjske stavbe";"2020";18
"Škocjan";"Stanovanjske stavbe";"2007";9
"Škocjan";"Stanovanjske stavbe";"2008";2
"Škocjan";"Stanovanjske stavbe";"2009";4
"Škocjan";"Stanovanjske stavbe";"2010";5
"Škocjan";"Stanovanjske stavbe";"2011";4
"Škocjan";"Stanovanjske stavbe";"2012";11
"Škocjan";"Stanovanjske stavbe";"2013";6
"Škocjan";"Stanovanjske stavbe";"2014";7
"Škocjan";"Stanovanjske stavbe";"2015";9
"Škocjan";"Stanovanjske stavbe";"2016";9
"Škocjan";"Stanovanjske stavbe";"2017";9
"Škocjan";"Stanovanjske stavbe";"2018";7
"Škocjan";"Stanovanjske stavbe";"2019";7
"Škocjan";"Stanovanjske stavbe";"2020";14
"Škocjan";"Nestanovanjske stavbe";"2007";4
"Škocjan";"Nestanovanjske stavbe";"2008";3
"Škocjan";"Nestanovanjske stavbe";"2009";4
"Škocjan";"Nestanovanjske stavbe";"2010";2
"Škocjan";"Nestanovanjske stavbe";"2011";3
"Škocjan";"Nestanovanjske stavbe";"2012";6
"Škocjan";"Nestanovanjske stavbe";"2013";8
"Škocjan";"Nestanovanjske stavbe";"2014";7
"Škocjan";"Nestanovanjske stavbe";"2015";21
"Škocjan";"Nestanovanjske stavbe";"2016";30
"Škocjan";"Nestanovanjske stavbe";"2017";35
"Škocjan";"Nestanovanjske stavbe";"2018";29
"Škocjan";"Nestanovanjske stavbe";"2019";22
"Škocjan";"Nestanovanjske stavbe";"2020";29
"Škofja Loka";"Stanovanjske stavbe";"2007";77
"Škofja Loka";"Stanovanjske stavbe";"2008";62
"Škofja Loka";"Stanovanjske stavbe";"2009";79
"Škofja Loka";"Stanovanjske stavbe";"2010";32
"Škofja Loka";"Stanovanjske stavbe";"2011";42
"Škofja Loka";"Stanovanjske stavbe";"2012";44
"Škofja Loka";"Stanovanjske stavbe";"2013";31
"Škofja Loka";"Stanovanjske stavbe";"2014";30
"Škofja Loka";"Stanovanjske stavbe";"2015";37
"Škofja Loka";"Stanovanjske stavbe";"2016";25
"Škofja Loka";"Stanovanjske stavbe";"2017";33
"Škofja Loka";"Stanovanjske stavbe";"2018";41
"Škofja Loka";"Stanovanjske stavbe";"2019";25
"Škofja Loka";"Stanovanjske stavbe";"2020";15
"Škofja Loka";"Nestanovanjske stavbe";"2007";13
"Škofja Loka";"Nestanovanjske stavbe";"2008";19
"Škofja Loka";"Nestanovanjske stavbe";"2009";13
"Škofja Loka";"Nestanovanjske stavbe";"2010";18
"Škofja Loka";"Nestanovanjske stavbe";"2011";17
"Škofja Loka";"Nestanovanjske stavbe";"2012";5
"Škofja Loka";"Nestanovanjske stavbe";"2013";5
"Škofja Loka";"Nestanovanjske stavbe";"2014";8
"Škofja Loka";"Nestanovanjske stavbe";"2015";6
"Škofja Loka";"Nestanovanjske stavbe";"2016";25
"Škofja Loka";"Nestanovanjske stavbe";"2017";20
"Škofja Loka";"Nestanovanjske stavbe";"2018";22
"Škofja Loka";"Nestanovanjske stavbe";"2019";13
"Škofja Loka";"Nestanovanjske stavbe";"2020";6
"Škofljica";"Stanovanjske stavbe";"2007";51
"Škofljica";"Stanovanjske stavbe";"2008";20
"Škofljica";"Stanovanjske stavbe";"2009";23
"Škofljica";"Stanovanjske stavbe";"2010";9
"Škofljica";"Stanovanjske stavbe";"2011";23
"Škofljica";"Stanovanjske stavbe";"2012";17
"Škofljica";"Stanovanjske stavbe";"2013";16
"Škofljica";"Stanovanjske stavbe";"2014";18
"Škofljica";"Stanovanjske stavbe";"2015";8
"Škofljica";"Stanovanjske stavbe";"2016";16
"Škofljica";"Stanovanjske stavbe";"2017";11
"Škofljica";"Stanovanjske stavbe";"2018";5
"Škofljica";"Stanovanjske stavbe";"2019";19
"Škofljica";"Stanovanjske stavbe";"2020";6
"Škofljica";"Nestanovanjske stavbe";"2007";0
"Škofljica";"Nestanovanjske stavbe";"2008";0
"Škofljica";"Nestanovanjske stavbe";"2009";1
"Škofljica";"Nestanovanjske stavbe";"2010";2
"Škofljica";"Nestanovanjske stavbe";"2011";1
"Škofljica";"Nestanovanjske stavbe";"2012";0
"Škofljica";"Nestanovanjske stavbe";"2013";0
"Škofljica";"Nestanovanjske stavbe";"2014";0
"Škofljica";"Nestanovanjske stavbe";"2015";0
"Škofljica";"Nestanovanjske stavbe";"2016";0
"Škofljica";"Nestanovanjske stavbe";"2017";5
"Škofljica";"Nestanovanjske stavbe";"2018";2
"Škofljica";"Nestanovanjske stavbe";"2019";6
"Škofljica";"Nestanovanjske stavbe";"2020";1
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2007";31
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2008";37
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2009";28
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2010";34
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2011";29
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2012";28
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2013";16
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2014";8
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2015";19
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2016";21
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2017";19
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2018";30
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2019";14
"Šmarje pri Jelšah";"Stanovanjske stavbe";"2020";21
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2007";14
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2008";11
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2009";11
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2010";10
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2011";11
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2012";10
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2013";9
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2014";7
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2015";63
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2016";71
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2017";77
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2018";66
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2019";62
"Šmarje pri Jelšah";"Nestanovanjske stavbe";"2020";37
"Šmarješke Toplice";"Stanovanjske stavbe";"2007";12
"Šmarješke Toplice";"Stanovanjske stavbe";"2008";5
"Šmarješke Toplice";"Stanovanjske stavbe";"2009";3
